"3","1"
"3","2"
"3","170"
"3","126"
"3","127"
"3","156"
"3","157"
"6","12"
"6","13"
"6","28"
"6","51"
"6","55"
"6","58"
"6","104"
"6","152"
"6","171"
"7","6"
"7","12"
"7","51"
"7","54"
"7","104"
"7","105"
"7","106"
"7","107"
"7","108"
"7","171"
"8","78"
"8","90"
"8","91"
"8","92"
"8","93"
"8","94"
"8","95"
"8","96"
"8","97"
"8","98"
"8","99"
"8","112"
"8","113"
"8","123"
"8","128"
"8","129"
"8","130"
"8","131"
"8","132"
"8","144"
"8","163"
"8","162"
"8","161"
"8","165"
"8","166"
"8","8"
"8","165"
"8","166"
"10","80"
"10","90"
"10","85"
"10","129"
"10","113"
"10","123"
"10","112"
"10","10"
"10","165"
"10","166"
"11","53"
"11","110"
"11","111"
"11","123"
"11","117"
"11","118"
"11","119"
"11","122"
"11","126"
"11","137"
"11","138"
"11","154"
"11","11"
"11","21"
"11","164"
"11","165"
"11","166"
"12","54"
"12","171"
"12","140"
"12","86"
"12","99"
"12","100"
"12","101"
"12","102"
"12","104"
"12","139"
"12","6"
"12","12"
"12","51"
"12","47"
"12","48"
"12","49"
"12","165"
"12","166"
"13","55"
"13","171"
"13","140"
"13","99"
"13","100"
"13","102"
"13","6"
"13","7"
"13","13"
"13","18"
"13","22"
"13","28"
"13","32"
"13","35"
"13","51"
"13","152"
"13","105"
"13","106"
"13","107"
"13","108"
"13","162"
"13","166"
"14","46"
"14","56"
"14","84"
"14","123"
"14","115"
"14","103"
"14","112"
"14","14"
"14","46"
"14","19"
"14","30"
"14","33"
"14","165"
"14","166"
"15","57"
"15","123"
"15","85"
"15","112"
"15","17"
"15","165"
"16","30"
"16","65"
"16","46"
"16","56"
"16","84"
"16","115"
"16","143"
"16","14"
"17","15"
"17","31"
"17","82"
"17","130"
"17","132"
"17","85"
"17","123"
"17","165"
"18","6"
"18","7"
"18","55"
"18","171"
"18","140"
"18","99"
"18","100"
"18","102"
"18","6"
"18","7"
"18","13"
"18","18"
"18","22"
"18","28"
"18","32"
"18","35"
"18","51"
"18","152"
"18","105"
"18","106"
"18","107"
"18","108"
"18","162"
"18","166"
"19","33"
"19","67"
"19","46"
"19","56"
"19","65"
"19","84"
"19","115"
"19","143"
"19","14"
"19","16"
"20","34"
"20","57"
"20","68"
"20","99"
"20","100"
"20","101"
"20","102"
"20","109"
"20","130"
"20","133"
"21","53"
"21","110"
"21","11"
"21","111"
"21","123"
"21","117"
"21","118"
"21","119"
"21","122"
"21","126"
"21","137"
"21","138"
"21","154"
"21","11"
"21","21"
"21","164"
"21","165"
"21","166"
"22","6"
"22","69"
"22","12"
"22","13"
"22","28"
"22","51"
"22","55"
"22","58"
"22","104"
"22","152"
"22","171"
"23","133"
"23","158"
"23","20"
"23","57"
"23","62"
"23","68"
"23","82"
"23","99"
"23","100"
"23","101"
"23","102"
"23","109"
"23","112"
"24","36"
"24","70"
"24","161"
"24","43"
"24","44"
"24","45"
"25","169"
"25","136"
"25","135"
"26","59"
"26","88"
"26","89"
"26","26"
"26","151"
"26","165"
"27","37"
"27","83"
"27","134"
"27","159"
"27","15"
"28","55"
"28","171"
"28","140"
"28","99"
"28","100"
"28","102"
"28","6"
"28","7"
"28","13"
"28","18"
"28","22"
"28","28"
"28","32"
"28","35"
"28","51"
"28","152"
"28","105"
"28","106"
"28","107"
"28","108"
"28","162"
"28","166"
"29","38"
"29","71"
"29","130"
"29","131"
"29","132"
"30","16"
"30","65"
"30","46"
"30","56"
"30","84"
"30","115"
"30","143"
"30","14"
"31","15"
"31","17"
"31","82"
"31","130"
"31","132"
"31","85"
"31","123"
"31","165"
"31","591"
"31","592"
"31","593"
"31","594"
"31","595"
"31","596"
"31","597"
"31","598"
"31","599"
"31","600"
"31","601"
"31","602"
"31","603"
"31","604"
"31","605"
"31","606"
"31","607"
"32","6"
"32","7"
"32","55"
"32","171"
"32","140"
"32","99"
"32","100"
"32","102"
"32","6"
"32","7"
"32","13"
"32","18"
"32","22"
"32","28"
"32","35"
"32","51"
"32","152"
"32","105"
"32","106"
"32","107"
"32","108"
"32","162"
"32","166"
"32","608"
"32","609"
"32","610"
"32","611"
"32","612"
"32","613"
"32","614"
"32","615"
"32","616"
"32","617"
"32","618"
"32","619"
"33","19"
"33","67"
"33","46"
"33","56"
"33","65"
"33","84"
"33","115"
"33","143"
"33","14"
"33","16"
"33","620"
"33","621"
"33","622"
"33","623"
"33","624"
"33","625"
"33","626"
"33","627"
"33","628"
"33","629"
"33","630"
"33","631"
"33","632"
"33","633"
"33","634"
"33","635"
"33","636"
"33","637"
"33","638"
"33","639"
"33","640"
"33","641"
"33","642"
"33","643"
"33","644"
"33","645"
"33","646"
"33","647"
"33","648"
"33","649"
"34","20"
"34","57"
"34","68"
"34","99"
"34","100"
"34","101"
"34","102"
"34","109"
"34","130"
"34","133"
"34","650"
"34","651"
"34","652"
"34","653"
"34","654"
"34","655"
"34","656"
"34","657"
"34","658"
"34","659"
"34","660"
"34","661"
"34","662"
"34","663"
"34","664"
"34","665"
"34","666"
"34","667"
"34","668"
"34","669"
"34","670"
"34","671"
"34","672"
"34","673"
"34","674"
"34","675"
"34","676"
"34","677"
"34","678"
"34","679"
"34","680"
"34","681"
"34","682"
"34","683"
"34","684"
"34","685"
"34","686"
"34","687"
"34","688"
"34","689"
"34","690"
"34","691"
"34","692"
